tags,channelId,channelTitle,categoryId,title,videoId,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,polarity,I_k
"['covid', 'vaccine', 'covid-19', 'covid 19 vaccine', 'side effects of covid 19 vaccine', 'india', 'usa', 'uk', 'london', 'iran', 'pfizer', 'moderna', 'allergy', 'can covid vaccine kill me', 'can covid vaccine give me covid', 'will covid vaccine kill me', 'plan', 'long term', 'cases', 'infection', 'pandemic', 'reaction', 'allergic reaction', 'dose', 'breastfeeding', 'cdc', 'oxford', 'vaccination', 'social distancing', 'covid vaccine update', 'coronavirus update', 'coronavirus']",UCOmrniWfKi-uCD6Oh6fqhgw,MEDSimplified,27,POTENTIAL SIDE EFFECTS COVID VACCINE - COVID-19 Vaccine Adverse effects &amp; Allergy,QAeJ35FGSIw,268800,2541,392,1649,0,0,0
"['covishield', 'vaccine', 'corona vaccine', 'covid vaccine', 'covaxin', 'experience', 'vaccination', 'side effects', 'Covishield Vs Covaxin', 'Health', 'india', 'government', 'LargestImmunization', 'LargestVaccineDrive']",UCTzf99EUGj8b843DRb3CJIw,GUJMOM TV,27,My Experience of COVISHIELD Vaccine | Corona Vaccine | First Dose | Hindi,s0ul6zDjOoE,110429,1455,145,425,0,0.25,0.2096
No Tags,UCFq5vPnNRNNNysLrktz4aSw,Strong Medicine,27,A Doctor Discusses COVID Vaccine Safety,fYGCI553Z0M,103894,0,0,790,0,0,0
"['coronavirus update', 'Coronavirus Pandemic Update 118', 'covid 19 vaccine', 'COVID vaccine', 'coronavirus vaccine', 'mrna vaccine', 'vaccine coronavirus', 'vaccine update', 'vaccine COVID 19', 'pfizer covid 19 vaccine', 'coronavirus vaccines', 'covid-19 vaccine', 'covid vaccine news', 'moderna vaccine', 'pfizer vaccine', 'biontech vaccine', 'biontech', 'vaccines', 'vaccine pfizer', 'AstraZeneca', 'astrazeneca vaccine', 'DNA vaccine', 'sars cov 2 vaccine', 'moderna vaccine update', 'pfizer', 'vaccine', 'coronavirus', 'covid 19']",UCG-iSMVtWbbwDDXgXXypARQ,MedCram - Medical Lectures Explained CLEARLY,27,"Coronavirus Update 118: AstraZeneca DNA COVID 19 Vaccine Explained (vs. Pfizer / BioNTech, Moderna)",GOq8-FR8s1E,1205169,18272,960,3361,0,0,0
"['CNBC', 'business', 'news', 'finance stock', 'stock market', 'news channel', 'news station', 'breaking news', 'us news', 'world news', 'cable', 'cable news', 'finance news', 'money', 'money tips', 'financial news', 'Stock market news', 'stocks']",UCvJJ_dzjViJCoLf5uKUTwoA,CNBC,25,Why Pfizer And Moderna Can&#39;t Be Sued For Covid Vaccine Side Effects,nJbd402xj0Q,810820,6868,4497,8100,0,0,0
"['Closing Bell', 'CNBC', 'business news', 'finance stock', 'stock market', 'news channel', 'news station', 'breaking news', 'us news', 'world news', 'cable', 'cable news', 'finance news', 'money', 'money tips', 'financial news', 'stock market news', 'stocks', 'coronavirus pandemic', 'when will covid-19 end', 'first covid-19 vaccine', 'first person to get vaccine', 'is covid-19 vaccine safe', 'covid vaccine near me', 'covid vaccine approval', 'vaccine side effects', 'covid vaccine effective', 'pfizer', 'moderna', 'new strain', 'Joe biden']",UCrp_UI8XtuYfpiqluWLD7Lw,CNBC Television,25,President-elect Joe Biden gets first dose of Covid-19 vaccine,VHCQ3cM02DQ,463124,4098,6371,6597,0,0.25,-0.36368
"['covid', 'corona vaccine', 'india', 'vaccination', 'vaccination process', '3 room concept', 'dry run for corona', 'dry run', 'mock drill corona vaccine', 'hindi', 'dr.maulik shah', 'how to get vaccine', 'vaccine for india', 'indian vaccine', 'covishield', 'covaxin', 'covid vaccine', 'serum institute', 'bharat biotech']",UCTzf99EUGj8b843DRb3CJIw,GUJMOM TV,27,How will you get CORONA VACCINE in India? | Process of Corona Vaccination in India | Hindi,N6CaMz00JPw,155543,2034,223,250,0,0,0
"['CNBC', 'business', 'news', 'finance stock', 'stock market', 'news channel', 'news station', 'breaking news', 'us news', 'world news', 'cable', 'cable news', 'finance news', 'money', 'money tips', 'financial news', 'Stock market news', 'stocks', 'coronavirus outbreak china cases', 'coronavirus deaths', 'coronavirus stock picks', 'coronavirus vaccines', 'coronavirus travel', 'coronavirus pandemic', 'coronavirus lockdown', 'coronavirus flights', 'coronavirus vaccine cnbc']",UCvJJ_dzjViJCoLf5uKUTwoA,CNBC,25,What Is An mRNA Coronavirus Vaccine?,FWWPJ9TaRbA,773249,6831,1546,3779,0,0,0
No Tags,UCR-pqY8-Z1X4U4gooqE3NAw,theMercyChannel,29,For Media: COVID-19 Vaccine Video at Mercy,LKlKISrMD0Y,96201,413,121,155,0,0,0
"['covid19', 'vaccination', 'vaccine', 'covishield', 'covaxin', 'covid vaccination phase 2', 'elderly vaccination', 'india vaccination', 'vaccination in india', 'aarogysetu', 'cowin app']",UCTzf99EUGj8b843DRb3CJIw,GUJMOM TV,27,Corona Vaccination 2.0 | More Easier Now | Second Phase | For Elders | Hindi,_0QUH5p-c80,18494,249,17,41,0,0.25,0.03712
"['antivax', 'coronavirus', 'vaccine', 'conspiracy', 'alana newman', 'saad omer', 'andrew wakefield', 'plandemic', 'judy mikovits', 'truther', 'autism', 'joe pierre', 'fauci', 'anti vax', 'trump', 'donald trump', 'antivaxxers', 'antivaxxers coronavirus', 'covid', 'covid 19', 'covid 19 antivaxxers', 'coronavirus antivaxxers', 'bill gates', 'us', 'gdnpfpnewsus', 'gdnpfpnewsworld', 'antivax conspiracy', 'pfizer', 'pfizer vaccine', '2020', 'coronavirus vaccines', 'vaccines', 'moderna', 'scamdemic', 'anti vaxxers', 'oxford vaccine', 'dose', 'coronavirus vaccine', 'covid vaccine']",UCHpw8xwDNhU9gdohEcJu4aA,The Guardian,25,Why US anti-vaxxers will refuse the coronavirus vaccine,HFHBPvMRvX4,304849,3341,4324,6794,0,0,0
"['news with shepard smith', 'shepard smith', 'news', 'evening news', 'CNBC', 'business news', 'stock market', 'news station', 'breaking news', 'us news', 'world news', 'cable', 'cable news']",UCrp_UI8XtuYfpiqluWLD7Lw,CNBC Television,25,How the various Covid-19 vaccines work,yp9p0ieLZZ0,89860,602,88,330,0,0,0
"['Squawk on the Street', 'CNBC', 'business news', 'finance stock', 'stock market', 'news channel', 'news station', 'breaking news', 'us news', 'world news', 'cable news', 'finance news', 'money tips', 'financial news', 'stock market news', 'coronavirus pandemic', 'when will covid-19 end', 'first covid-19 vaccine', 'first person to get vaccine', 'is covid-19 vaccine safe', 'covid vaccine near me', 'covid vaccine approval', 'vaccine side effects', 'covid vaccine effective', 'pfizer', 'covid-19 relief bill']",UCrp_UI8XtuYfpiqluWLD7Lw,CNBC Television,25,Watch the first health workers receive Pfizer&#39;s Covid-19 vaccine in New York,iv30MVMOkuY,186367,1554,1178,3151,0,0.193181818,0.06016
"['covid vaccine', 'covid 19 vaccine india', 'covid 19 vaccine', 'coronavirus vaccine', 'covid-19 vaccine', 'covid vaccine trials in india', 'covid 19', 'coronavirus in india', 'vaccine covid 19 india', 'covid 19 vaccine update', 'coronavirus cases in india', 'covid 19 vaccine update news', 'covid vaccine india', 'vaccine', 'covid 19 vaccine news', 'covid 19 vaccine human trial in india', 'oxford covid-19 vaccine', 'corona vaccine india', 'india coronavirus vaccine', 'coronavirus vaccine india', 'india tv']",UCttspZesZIDEwwpVIgoZtWQ,IndiaTV,25,Pakistan public prefer India&#39;s covid vaccine over chinese,_ehvah8RCWM,1893461,32963,2588,3170,0,0,0
"['British TV', 'British TV Shows', 'Watch UK TV Online', 'Watch British TV Online', 'boris johnson coronavirus', 'coronavirus uk', 'boris johnson corona', 'corona', 'coronavirus lockdown', 'where is coronavirus', 'coronavirus uk lockdown', 'coronavirus uk news', 'coronavirus uk latest news', 'coronavirus uk update', 'breaking news live', 'breaking news bbc']",UCCj956IF62FbT7Gouszaj9w,BBC,25,Covid-19: Oxford-AstraZeneca coronavirus vaccine approved for use in UK ð´ @BBC News live - BBC,zkjnPCREQSc,263789,2156,825,2230,0,0.136363636,0.10648
"['coronavirus update', 'Coronavirus Pandemic Update 119', 'covid 19 vaccine', 'COVID vaccine', 'coronavirus vaccine', 'mrna vaccine', 'vaccine coronavirus', 'vaccine update', 'vaccine COVID 19', 'pfizer covid 19 vaccine', 'coronavirus vaccines', 'covid-19 vaccine', 'covid vaccine news', 'moderna vaccine', 'pfizer vaccine', 'biontech vaccine', 'biontech', 'vaccines', 'vaccine pfizer', 'sars cov 2 vaccine', 'moderna vaccine update', 'pfizer', 'vaccine', 'coronavirus', 'covid 19', 'Rna vaccine', 'vaccine distribution', 'vaccine covid']",UCG-iSMVtWbbwDDXgXXypARQ,MedCram - Medical Lectures Explained CLEARLY,27,Coronavirus Update 119: Pfizer BioNTech COVID Vaccine (Clinical Considerations),mOmtZ_p6alU,211779,4213,244,1032,0,0,0
"['British TV', 'British TV Shows', 'Watch UK TV Online', 'Watch British TV Online', 'boris johnson coronavirus', 'coronavirus uk', 'boris johnson corona', 'corona', 'coronavirus lockdown', 'where is coronavirus', 'coronavirus uk lockdown', 'coronavirus uk news', 'coronavirus uk latest news', 'coronavirus uk update', 'breaking news live', 'breaking news bbc']",UCCj956IF62FbT7Gouszaj9w,BBC,25,Covid-19 vaccine: First person receives Pfizer Covid-19 vaccine in UK ð´ @BBC News live - BBC,aWAly3INavM,883910,7887,4382,7926,0,0.193181818,0.5608
"['GAVI', 'Alliance', 'types of vaccines', 'vaccines', 'virus', 'covid-19', 'immunity', 'antigen', 'protein', 'spike protein', 'whole virus', 'whole virus vaccine', 'weakened virus', 't-cells', 'antibodies', 'cells', 'memory cells', 'protein subunit vaccines', 'b-cells', 'b cell', 'shot', 'jab', 'strong', 'boost', 'viral vector', 'viral vector vaccine', 'rna', 'mrna', 'pathogen', 'adjuvants', 'nucleic acid', 'nucleic acid vaccine', 'gene gun', 'explainer', 'simple']",UCe7zpKgGM4RNBYK0ryXttLQ,"Gavi, the Vaccine Alliance",29,There are four types of COVID-19 vaccines: hereâs how they work,lFjIVIIcCvc,1212155,9063,4857,2755,0,0,0
"['The Economist', 'Economist', 'Economist Films', 'Economist Videos', 'Politics', 'News', 'short-documentary', 'covid-19', 'covid 19', 'coronavirus', 'covid', 'vaccine', 'covid19', 'coronavirus news', 'coronavirus update', 'coronavirus us', 'coronavirus outbreak', 'covid-19 vaccinations', 'covid-19 vaccine news', 'coronavirus vaccine', 'covid vaccine', 'covid-19 vaccine', 'vaccines', 'covid 19 vaccine', 'are vaccines safe']",UC0p5jTq6Xx_DosDFxVXnWaQ,The Economist,25,Covid-19: what will it take to vaccinate the world? | The Economist,X5ZmfC2_j9I,214948,3968,976,1303,0,0,0
"['vaccine', 'coronavirus vaccine', 'vaccine side effects', 'anti vaxxers', 'vaccine side effect', 'vaccine covid', 'covid vaccine', 'vaccine fears', 'vaccine long term', 'long term side effects', 'vaccinantion', 'vaccine sceptics', 'covid 19 vaccine', 'would you get vaccinated', 'vaccine update', 'vaccine facts', 'pfizer vaccine']",UCknLrEdhRCp1aegoMqRaCZg,DW News,25,"Coronavirus vaccines: Fears, fact and fiction | DW News",RvzvYvYeEJA,55254,773,216,702,0,0,0
"['covid vaccine', 'coronavirus vaccine', 'covid19', 'covid', 'covid vaccine side effects', 'what to expect with the covid vaccine', 'covid19 vaccine', 'covid 19 vaccine', 'COVID', 'mrna vaccine', 'how vaccines work', 'coronavirus', 'pandemic', 'plandemic', 'covid pandemic', 'cnn covid', 'how to cure covid', 'covid symptoms', 'covid 19 symptoms', 'science', 'medicine', 'pfizer', 'pfizer vaccine', 'moderna', 'moderna vaccine', 'doctor explains', 'pro vaccine', 'covid shot', 'flu shot', 'vaccines explained']",UCiPW7OlzTfQjR_vLlkYPZCg,Dr. Cellini,27,My COVID VACCINE Side Effects,E-TuA4ZfN10,158864,1874,592,1967,0,0,0
"['UC Davis', 'UC Davis Health', 'UC Davis Medical Center', 'Academic Medicine', 'coronavirus', 'covid-19', 'vaccine', 'fda', 'messenger rna', 'side effects', 'moderna', 'astrazeneca', 'astra zeneca', 'pfizer', 'coronavirus update', 'vaccine update', 'california', 'sacramento', 'vaccine distribution', 'hospitals', 'healthcare workers', 'trials', 'vaccine side effects', 'when can I get a covid vaccine?', 'rna', 'how does a covid vaccine work?', 'covid update', ""children's hospital"", 'nursing homes', 'skilled nursing facilities', 'herd immunity']",UCXfbA0e9mbDHdnkESSg8DGg,UC Davis Health,28,Coronavirus: Your COVID-19 Vaccine Questions Answered,KCMsE74yPj0,354933,0,0,1873,0,0,0
"['Coronavirus', 'covid-19', 'coronavirus research', 'covid-19 research', 'coronavirus vaccine', 'coronavirus treatment', 'covid-19 treatment', 'antibodies', 'coronavirus update', 'coronavirus latest', 'news coronavirus', 'coronavirus usa', 'coronavirus tips', 'explainer', 'spike protein', 'how the coronavirus works', 'coronavirus anatomy', 'coronavirus animation', 'coronavirus easy to understand', 'coronavirus for kids', 'mRNA Vaccine', 'Moderna Vaccine', 'pfizer vaccine', 'vaccine safety', 'Scripps', 'how covid 19 vaccine works']",UCYZkc-c8pRYOb-45g52Gegg,Scripps Research,28,"How vaccines work against COVID-19: Science, Simplified",uWGTciX795o,212595,1590,123,88,0,0,0
"['bbc', 'bbc news', 'news', 'Covid', 'Covid-19', 'coronavirus', 'pandemic', 'vaccine', 'pfizer', 'mandatory']",UC16niRr50-MSBwiO3YDb3RA,BBC News,25,Will a Covid vaccine be mandatory? - BBC News,bXtL5b4TkUQ,158603,965,3078,5589,0,0,0
"['healthcare workers on vaccination', 'healthcare workers react on getting covid vaccine', 'india covid-19 vaccine drive day 3', 'healthcare workers covid vaccine shot', 'vaccination for covid-19', 'covid 19 vaccination', 'covid-19 vaccination drive news latest update', 'covid 19 vaccination programme', 'covid-19 vaccine latest update', 'health workers wait and watch approach', 'pm narendra modi', 'coronavirus vaccination drive', 'india today', 'india today news', 'india today live news', 'newsmo']",UCYPvAwZP8pZhSMW8qs7cVCw,India Today,25,Coronavirus Vaccines: Who Shouldn&#39;t Take The Indian Covid Vaccines? | NewsMo,BxUyugJV59w,227509,1148,110,235,0,0,0
"['NDTV 24x7', 'Bhopal', 'coronavirus', 'coronavirus vaccine', 'covid vaccine trail', 'Covid-19', 'Madhya Pradesh', 'Covid Vaccine', 'Coronavirus', ""India's Serum Institute"", 'Oxford coronavirus vaccine', 'Coronavirus Vaccine', 'Oxford Vaccine', 'Covishield Vaccine', 'Serum Institute', 'Covid-19 News', 'Covid-19 India Update', 'coronavirus lockdown', 'COVID-19', 'Coronavirus India Updates', 'Coronavirus India', 'Covid-19 Cases', 'Coronavirus India Cases', 'Coronavirus Updates', 'TV CLIP']",UCZFMm1mMw0F81Z37aaEzTUA,NDTV,25,&quot;Nobody Said It&#39;s A Trial&quot;: A New Covid Vaccine Controversy In Bhopal,2ewylBbJhxs,12829,337,23,95,0,0.136363636,0.02512
"['coronavirus', 'covid 19 prevention', 'coronavirus update', 'Coronavirus Pandemic Update 117', 'covid 19', 'coronavirus outbreak', 'covid 19 vaccine', 'COVID vaccine', 'coronavirus vaccine', 'mrna vaccine', 'vaccine coronavirus', 'vaccine update', 'vaccine COVID 19', 'vaccine covid', 'pfizer covid 19 vaccine', 'coronavirus vaccines', 'covid-19 vaccine', 'covid vaccine news', 'moderna', 'moderna vaccine', 'moderna vaccine update', 'pfizer vaccine', 'biontech vaccine', 'biontech', 'pfizer', 'vaccine', 'vaccines', 'vaccine pfizer']",UCG-iSMVtWbbwDDXgXXypARQ,MedCram - Medical Lectures Explained CLEARLY,27,Coronavirus Update 117: Moderna vs. Pfizer COVID 19 Vaccine (mRNA vaccines),eZvsqBCvB00,901408,12565,627,1810,0,0,0
"['British TV', 'British TV Shows', 'Watch UK TV Online', 'Watch British TV Online', 'boris johnson coronavirus', 'coronavirus uk', 'boris johnson corona', 'corona', 'coronavirus lockdown', 'where is coronavirus', 'coronavirus uk lockdown', 'coronavirus uk news', 'coronavirus uk latest news', 'coronavirus uk update', 'breaking news live', 'breaking news bbc', 'coronavirus vaccine']",UCCj956IF62FbT7Gouszaj9w,BBC,25,UK first in the world to approve Covid vaccine ð´ @BBC News - BBC,fmuHAogT-Yw,355751,2919,1722,3999,0,0.25,0.19152
"['covid 19 vaccine', 'COVID vaccine', 'coronavirus vaccine', 'mrna vaccine', 'vaccine coronavirus', 'vaccine COVID 19', 'pfizer covid 19 vaccine', 'coronavirus vaccines', 'covid-19 vaccine', 'vaccine pfizer', 'Rna vaccine', 'vaccine covid', 'side effects of covid 19 vaccine', 'rna vaccines explained', 'vaccine safe', 'vaccine safety', 'COVID vaccine safe', 'covid 19 vaccine safe', 'vaccine side effects', 'COVID 19 Vaccine Deep Dive', 'biontech vaccine', 'moderna vaccine', 'pfizer vaccine', 'covid 19 vaccine mechanism']",UCG-iSMVtWbbwDDXgXXypARQ,MedCram - Medical Lectures Explained CLEARLY,27,"COVID 19 Vaccine Deep Dive: Safety, Immunity, RNA Production, (Pfizer Vaccine / Moderna Vaccine)",eK0C5tFHze8,1498731,23906,3053,1070,0,0,0
"['NDTV 24x7', 'Arvind Kejriwal', 'Delhi Covid vaccination', ""India's Vaccination Process"", 'Covid Vaccine Rollout', 'Coronavirus Vaccine', 'Covid Vaccination Plan', 'Serum Institute', 'Covid Vaccine', 'Vaccination in Delhi', 'Covid-19 Vaccination', 'Coronavirus News', 'Kejriwal Vaccination', 'Top News Of The Day', 'Corona Vaccine', 'Covid-19', 'Covid-19 News', 'COVID-19', 'Coronavirus Lockdown', 'Coronavirus India Updates', 'Coronavirus India', 'Covid-19 Cases', 'Coronavirus India Cases', 'Coronavirus Updates']",UCZFMm1mMw0F81Z37aaEzTUA,NDTV,25,Arvind Kejriwal On Covid Vaccine Drive: Vaccination In Delhi 4 Times A Week,AIh9sARIpRs,20489,455,32,41,0,0,0
"['CNBC', 'business', 'news', 'finance stock', 'stock market', 'news channel', 'news station', 'breaking news', 'us news', 'world news', 'cable', 'cable news', 'finance news', 'money', 'money tips', 'financial news', 'Stock market news', 'stocks', 'coronavirus pandemic', 'when will covid-19 end', 'is covid-19 vaccine safe', 'covid vaccine near me', 'vaccine side effects', 'covid vaccine effective', 'pfizer', 'moderna', 'new strain', 'covid variants', 'vaccine rollout']",UCvJJ_dzjViJCoLf5uKUTwoA,CNBC,25,What Went Wrong With The U.S. Coronavirus Vaccine Rollout?,FCQip2MeUm4,232836,2230,860,1431,0,-0.5,-0.548
"['Coronavirus', 'India', 'Pakistan', 'Made In India', 'Vaccine', 'corona india vaccine', 'coronavirus', 'covid vaccine', 'coronavirus vaccine', 'Foreign Ministry', 'Made in India corona vaccine', 'covid-19', 'made in india corona vaccine', 'covid-19 test', 'pandemic', 'abp news live', 'abp live', 'abp news', 'live news hindi', 'hindi news live', 'abp live news', 'à¤à¤¬à¥à¤ªà¥ à¤¨à¥à¤¯à¥à¤à¤¼ à¤²à¤¾à¤à¤µ', 'live abp news', 'à¤²à¤¾à¤à¤µ à¤¨à¥à¤¯à¥à¤à¤¼', 'abp hindi live', 'abp', 'live news']",UCRWFSbif-RFENbBrSiez1DA,ABP NEWS,25,Whether to take Made in India corona vaccine or not? Pak High-Commission to Foreign Ministry,aUsIN3U4nnk,26961,303,61,48,0,-0.125,-0.01936
"['Vaccines', 'COVID-19', 'COVID-19 vaccines', 'COVID-19 vaccine side effects', 'Covaxin side effects', 'Covishield side effects', 'Side effects of vaccines', 'Oxford vaccine', 'Serum Institute of India vaccine', 'Bharat Biotech vaccine', 'The Hindu', 'The Hindu videos', 'The Hindu study IQ', 'Indian vaccines', 'Indian COVID-19 vaccines', 'COVISHIELD', 'Covaxin', 'Side-effects of Coronavirus', 'Coronavirus vaccine India', 'Side effects of Coronavirus vaccine', 'Vaccination', 'Coronavirus vaccination']",UC3njZ48-FDxLleBYaP0SZIg,The Hindu,25,What are the side effects of the two COVID-19 vaccines rolled out in India?,Idy1WaAYOcA,38105,774,29,57,0,0,0
"['vaccine side effects', 'vaccine safety', 'vaccine monitoring', 'vaccine safety monitoring', 'vaccine testing', 'coronavirus vaccine', 'coronavirus update', 'covid 19', 'coronavirus pandemic', 'coronavirus', 'pandemic', 'lockdown', 'astrazenica', 'condia desinformation', 'covid vaccination', 'coronavirus vaccination drive', 'vaccination progress', 'vaccine distribution', 'coronavirus news', 'covid 19 vaccine']",UCknLrEdhRCp1aegoMqRaCZg,DW News,25,Mapping coronavirus vaccination progress and vaccine distribution | COVID-19 Special,6ixFjJmOx7g,94194,883,126,334,0,0.357142857,0.24224
"['factcheck', 'fact check', 'india today fact check', 'Karnataka Officials Posing For Covid-19 Vaccine', 'Tumakaru Officials Posing For Covid-19 Vaccine', 'Officials Posing For Covid-19 Vaccine', 'Covid-19 vaccines', 'India Today Anti Fake News War Room', 'india today', 'india today news', 'india today headlines', 'india today live', 'india today english news', 'indian news live', 'india news live', 'today news', 'india news', 'news today']",UCYPvAwZP8pZhSMW8qs7cVCw,India Today,25,Fact Check: These Officials Posing For Covid-19 Vaccine Is Not What It Looks Like | India Today,uDfv_BT6aIg,23922,138,52,45,0,0,0
"['Coronavirus vaccine UK', 'Covid vaccine in India', 'Corona Vaccine India', 'Pfizer', 'Coronavirus', 'Covid-19', 'Britain coronavirus update', 'pfizer coronavirus vaccine', 'pfizer coronavirus vaccine allergy', 'pfizer vaccine covid', 'pfizer vaccine covid news hindi', 'pfizer vaccine covid update', 'pfizer coronavirus vaccine britain', 'pfizer corona vaccine latest news', 'pfizer corona vaccine in hindi', 'russia sputnik vaccine', 'namaste bharat', 'abp news', 'abp news hindi', 'breaking news', 'top news']",UCRWFSbif-RFENbBrSiez1DA,ABP NEWS,25,AIIMS Prof. Puneet Mishra Talks About Side-Effects Of Covid Vaccine | ABP News,eE-R8Tsk6CI,61819,616,83,73,0,0,0
"['Gulf News', 'UAE', 'Middle East', 'Dubai', 'news', 'UAE news', 'Dubai news', 'United Arab Emirates', 'how to register for pfizer vaccine in dubai', 'Pfizer vaccine covid', 'Pfizer', 'Pfizer covid 19 vaccine', 'Pfizer coronavirus vaccine', 'coronavirus', 'Covid-19', 'pfizer vaccine dubai', 'pfizer vaccine uae', 'pfizer covid vaccine dubai', 'how to get pfizer vaccine in dubai', 'pfizer vaccine covid side effects', 'how pfizer vaccine works', 'pfizer vaccine covid how it works', 'pfizer coronavirus vaccine', 'coronavirus vaccine']",UCXTuTQZarVcFR_fgQXvsLpw,Gulf News,25,Dubai: How to book appointment for Pfizer vaccine,FNGopg-vKJo,26361,138,7,8,0,0,0
"['covid vaccine', 'private hospitals', 'private hospitals during covid', 'price of coronavirus vaccine', 'Price Of Covid Vaccine', 'private hospitals covid vaccine', 'coronavirus vaccination in private hospitals', 'covid vaccination', 'covid hospitals', 'pvt hospitals covid vaccination price', 'india covid vaccine plan', 'india covid vaccine price', 'covid vaccine prices', 'coronavirus private hospitals news', 'covid vaccine in india', 'india today', 'india today news', 'india today headlines', 'india today live']",UCYPvAwZP8pZhSMW8qs7cVCw,India Today,25,Covid Vaccine May Cost Rs 250 Per Dose In Private Hospitals | Breaking News | India Today,O4jtFiz19kE,21532,55,21,25,0,0,0
"['china vaccine', 'al jazeera', 'china news', 'health', 'aljazeera', 'asia-pacificnews', 'coronavirus', 'aljazeera english', 'al jazeera english', 'chinese covid-19 vaccine', 'covid-19 vaccine', 'aljazeera news', 'asia-pacific', 'china', 'china latest news', 'coronavirus vaccine', 'sinovac', 'aljazeera live', 'covid vaccine']",UCNye-wNBqNL5ZzHSJj3l8Bg,Al Jazeera English,25,China sends millions of COVID vaccine doses to several countries,#NAME?,51373,401,383,539,0,0,0
"['corona vaccine latest update', 'covid 19 vaccine update', 'à¤à¥à¤°à¥à¤¨à¤¾ à¤µà¥à¤à¥à¤¸à¥à¤¨', 'covid 19 vaccine how it works', 'coronavirus vaccine', 'covid vacccine', 'corona vaccine effect', 'corona vaccine ke side effects', 'corona vaccine kya hai', 'coronavirus vaccine safe', 'à¤à¥à¤°à¥à¤¨à¤¾ à¤à¥ à¤µà¥à¤à¥à¤¸à¥à¤¨ à¤à¤¾ à¤¨à¤¾à¤® à¤à¥à¤¯à¤¾ à¤¹à¥', 'vaccine kya hai samjhao', 'what is vaccine', 'what is vaccine for covid 19', 'vaccine for covid 19 update', 'corona after covid vaccine', 'vaccine faq', 'coronavirus vaccine update', 'corona vaccine news']",UCGlsl2YPuCvklhbUWu1vuqQ,Practo,28,"COVID-19 Vaccine Latest Update in Hindi: Side Effects, Effectiveness, &amp; Dose || Practo",gA_KTX8kcZ4,35828,401,27,44,0,0.5,0.1496
"['arab news', 'politics', 'covid', 'netanyahu', 'aljazeera', 'aljazeera english', 'al jazeera english', 'virus', 'benjamin', 'aljazeera live', 'corona', 'israel news', 'al jazeera', 'covid-19', 'health', 'coronavirus', 'middleeastnews', 'palestine news', 'palestine', 'aljazeera news', 'middle east', 'israel']",UCNye-wNBqNL5ZzHSJj3l8Bg,Al Jazeera English,25,"Netanyahu gets COVID vaccine, starts Israel roll-out",3QT-FptC28M,15073,125,186,236,0,0,0
"['fauci', 'covid-19', 'pfizer', 'vaccine', 'herd', 'immunity', 'efficacy', 'advice', 'fats', 'side', 'effects', 'gma', 'abc', 'news', 'p_cmsid=2494279', 'p_vid=news-74733625', 'coronavirus task force', 'operation warp speed', 'biontech', 'moderna', 'biden vaccine', 'harris vaccine', 'trump vaccine', 'us news', 'vaccine lates', 'vaccine update', 'good morning america', 'is the covid vaccine safe']",UCH1oRy1dINbMVp3UFWrKP0w,Good Morning America,24,Fauci on what to know about COVID-19 vaccine l GMA,V8WcEgktlLg,555472,3115,4180,5435,0,0,0
"['covid', 'covid-19', 'coronavirus', 'mrna vaccines', 'is covid vaccine safe?', 'is covid vaccine effective?', 'is covid vaccine safe for pregnant women?', 'pfizer vaccine', 'moderna vaccine']",UC4p6bEngiRCN7TyTxZVJ3OQ,JAMA Network,28,Your COVID Vaccine Questions Answered,KVLndvFlvEI,785791,6537,7196,146,0,0,0
"['coronavirus', 'covid', 'COVID-19', 'corona', 'vaccines', 'mRNA', 'DNA', 'viral vector', 'virus vector', 'genetic vaccines', 'vaccine platforms', 'next generation vaccines', 'adenovirus vector', 'vaccine trials', 'Moderna vaccine', 'Pfizer vaccine', 'NIH vaccine', 'Johnson & Johnson vaccine', 'Janssen vaccine', 'AstraZeneca vaccine', 'University of Oxford vaccine', 'phase 3 trials', 'BC-6194732541001', 'biotech', 'biotechnology', 'Ebola', 'coronavirus vaccine']",UC4p6bEngiRCN7TyTxZVJ3OQ,JAMA Network,28,Coronavirus Vaccines - An Introduction,KMc3vL_MIeo,9935176,44236,18531,2847,0,0,0
"['the korea times', 'korea times', 'ì½ë¦¬ìíìì¤', 'ì½ë¦¬ìíìì¦', 'coronavirus', 'covid19', 'coronavirus in korea', 'coronavirus expert interview', 'all about covid19', 'covid19 myths', 'coronavirus in italy', 'dr djaballah', 'virologist coronavirus', 'coronavirus vaccine', 'ì½ë¡ëë°ì´ë¬ì¤ ë°±ì ', 'ì½ë¡ëë°ì´ë¬ì¤ ì ë¬¸ê° ì¸í°ë·°', 'ì½ë¡ëë°ì´ë¬ì¤ ìë°©íë ë°©ë²', 'ì½ë¡ëë°ì´ë¬ì¤ ë§ì¤í¬', 'coronavirus mask']",UCiOrOk3NQGW2GafvjLJknMA,THE KOREA TIMES ì½ë¦¬ìíìì¤,25,"&#39;Vaccines won&#39;t work&#39;: US virologist breaks down COVID-19, how to curb spread",LVBc7-Te_yA,4192770,48935,3423,11344,0,-0.155555556,-7.28192
